continent;country;region;city;lat;lon;wmo
North America;United States;Washington;BREMERTON NATIONAL;47.48;-122.75;727928
North America;United States;Washington;DESTRUCTION ISLAND;47.67;-124.48;994070
North America;United States;Washington;FAIRCHILD AFB;47.62;-117.65;727855
North America;United States;Washington;FELTS FLD;47.68;-117.32;727856
North America;United States;Washington;FRIDAY HARBOR;48.52;-123.02;727985
North America;United States;Washington;GRAY AAF;47.08;-122.58;742071
North America;United States;Washington;HANFORD;46.57;-119.60;727840
North America;United States;Washington;HOQUIAM AP;46.97;-123.94;727923
North America;United States;Washington;KELSO WB AP;46.12;-122.89;727924
North America;United States;Washington;MC CHORD AFB/TACOMA;47.13;-122.48;742060
North America;United States;Washington;OLYMPIA AIRPORT;46.97;-122.90;727920
North America;United States;Washington;OMAK;48.42;-119.53;727890
North America;United States;Washington;PASCO;46.27;-119.12;727845
North America;United States;Washington;PEARSON FLD;45.62;-122.65;727918
North America;United States;Washington;PULLMAN/MOSCOW RGNL;46.75;-117.12;727857
North America;United States;Washington;QUILLAYUTE STATE AIRPORT;47.93;-124.56;727970
North America;United States;Washington;SEATTLE BOEING FIELD;47.53;-122.30;727935
North America;United States;Washington;SEATTLE SEATTLE-TACOMA INTL A;47.46;-122.31;727930
North America;United States;Washington;SHELTON/SANDERSON;47.24;-123.15;727925
North America;United States;Washington;SMITH ISLAND;48.32;-122.83;994180
North America;United States;Washington;SNOHOMISH CO;47.90;-122.28;727937
North America;United States;Washington;SPOKANE INTERNATIONAL AP;47.62;-117.53;727850
North America;United States;Washington;STAMPEDE PASS;47.29;-121.34;727815
North America;United States;Washington;TACOMA NARROWS;47.27;-122.57;727938
North America;United States;Washington;TATOOSH ISLAND;48.38;-124.73;994300
North America;United States;Washington;WALLA WALLA CITY COUNTY AP;46.10;-118.29;727846
North America;United States;Washington;WENATCHEE/PANGBORN;47.40;-120.21;727825
North America;United States;Washington;WEST POINT (LS);47.67;-122.43;994350
North America;United States;Washington;WHIDBEY ISLAND NAS;48.35;-122.65;690230
North America;United States;Washington;WILLIAM R FAIRCHILD;48.12;-123.50;727885
North America;United States;Washington;YAKIMA AIR TERMINAL;46.56;-120.53;727810
North America;United States;West Virginia;BECKLEY RALEIGH CO MEM AP;37.80;-81.13;724120
North America;United States;West Virginia;BLUEFIELD/MERCER CO;37.30;-81.21;724125
North America;United States;West Virginia;CHARLESTON YEAGER ARPT;38.38;-81.59;724140
North America;United States;West Virginia;ELKINS ELKINS-RANDOLPH CO ARP;38.89;-79.85;724170
North America;United States;West Virginia;HARRISON MARION RGN;39.28;-80.22;724175
North America;United States;West Virginia;HUNTINGTON TRI-STATE ARPT;38.38;-82.56;724250
North America;United States;West Virginia;MARTINSBURG EASTERN WV REG A;39.40;-77.98;724177
North America;United States;West Virginia;MORGANTOWN HART FIELD;39.64;-79.92;724176
North America;United States;West Virginia;PARKERSBURG WOOD COUNTY AP;39.35;-81.44;724273
North America;United States;Wisconsin;ANTIGOLANG(AWOS);45.15;-87.15;726626
North America;United States;Wisconsin;APPLETON/OUTAGAMIE;44.25;-88.52;726457
North America;United States;Wisconsin;DEVILS ISLAND;47.08;-90.73;994190
North America;United States;Wisconsin;EAGLE RIVER UNION;45.93;-89.27;726504
North America;United States;Wisconsin;EAU CLAIRE COUNTY AP;44.87;-91.49;726435
North America;United States;Wisconsin;FOND DU LAC CO.;43.77;-88.49;726506
North America;United States;Wisconsin;GREEN BAY AUSTIN STRAUBEL INT;44.51;-88.12;726450
North America;United States;Wisconsin;HAYWARD MUNI ARPT;46.03;-91.45;726508
North America;United States;Wisconsin;JUNEAUDODGE CO;43.43;-88.70;726509
North America;United States;Wisconsin;KENOSHA RGNL;42.58;-87.92;726505
North America;United States;Wisconsin;LA CROSSE MUNICIPAL ARPT;43.75;-91.26;726430
North America;United States;Wisconsin;MADISON DANE CO REGIONAL ARPT;43.14;-89.35;726410
North America;United States;Wisconsin;MANITOWAC MUNI AWOS;44.13;-87.68;726455
North America;United States;Wisconsin;MARSHFIELD MUNI;44.63;-90.18;726574
North America;United States;Wisconsin;MILWAUKEE MITCHELL INTL AP;42.95;-87.90;726400
North America;United States;Wisconsin;MOSINEE/CENTRAL WI;44.78;-89.67;726465
North America;United States;Wisconsin;PARK FALLS MUNI;45.93;-90.45;727410
North America;United States;Wisconsin;PHILLIPS/PRICE CO.;45.70;-90.40;726468
North America;United States;Wisconsin;RHINELANDER ONEIDA;45.63;-89.47;727415
North America;United States;Wisconsin;RICE LAKE MUNICIPAL;45.48;-91.72;726467
North America;United States;Wisconsin;SHEBOYGAN;43.78;-87.85;726425
North America;United States;Wisconsin;SHEBOYGAN;43.75;-87.68;994330
North America;United States;Wisconsin;STURGEON BAY;44.85;-87.42;726458
North America;United States;Wisconsin;WATERTOWN;43.17;-88.72;726464
North America;United States;Wisconsin;WAUSAU MUNICIPAL ARPT;44.93;-89.63;726463
North America;United States;Wisconsin;WISCONSIN RAPIDS;44.35;-89.83;726452
North America;United States;Wisconsin;WITTMAN RGNL;43.98;-88.55;726456
North America;United States;Wyoming;BIG PINEY (AMOS);42.58;-110.11;726710
North America;United States;Wyoming;CASPER NATRONA CO INTL AP;42.90;-106.47;725690
North America;United States;Wyoming;CHEYENNE MUNICIPAL ARPT;41.16;-104.81;725640
North America;United States;Wyoming;CODY MUNI (AWOS);44.52;-109.02;726700
North America;United States;Wyoming;GILLETTE/GILLETTE-C;44.35;-105.53;726650
North America;United States;Wyoming;JACKSON HOLE;43.60;-110.73;725776
North America;United States;Wyoming;LANDER HUNT FIELD;42.82;-108.73;725760
North America;United States;Wyoming;LARAMIE GENERAL BREES FIELD;41.31;-105.67;725645
North America;United States;Wyoming;ROCK SPRINGS ARPT;41.59;-109.07;725744
North America;United States;Wyoming;SHERIDAN COUNTY ARPT;44.77;-106.98;726660
North America;United States;Wyoming;WORLAND MUNICIPAL;43.97;-107.95;726665
North America;United States;Wyoming;YELLOWSTONE LAKE (RAMOS);44.54;-110.42;726664
Latin America;Antigua and Barbuda;;VC BIRD INTL AIRPOR;17.12;-61.78;788620
Latin America;Argentina;;AEROPARQUE BS. AS.;-34.57;-58.42;875820
Latin America;Argentina;;BAHIA BLANCA AERO;-38.73;-62.17;877500
Latin America;Argentina;;BARILOCHE AERO;-41.15;-71.17;877650
Latin America;Argentina;;CATAMARCA AERO.;-28.60;-65.77;872220
Latin America;Argentina;;CERES AERO;-29.88;-61.95;872570
Latin America;Argentina;;COMODORO RIVADAVIA;-45.78;-67.50;878600
Latin America;Argentina;;CONCORDIA AERO;-31.30;-58.02;873950
Latin America;Argentina;;CORDOBA AERO;-31.32;-64.22;873440
Latin America;Argentina;;CORRIENTES AERO.;-27.45;-58.77;871660
Latin America;Argentina;;ESQUEL AERO;-42.93;-71.15;878030
Latin America;Argentina;;EZEIZA AERO;-34.82;-58.53;875760
Latin America;Argentina;;FORMOSA AERO;-26.20;-58.23;871620
Latin America;Argentina;;GUALEGUAYCHU AERO;-33.00;-58.62;874970
Latin America;Argentina;;IGUAZU AERO;-25.73;-54.47;870970
Latin America;Argentina;;JUJUY AERO;-24.38;-65.08;870460
Latin America;Argentina;;JUNIN AERO;-34.55;-60.92;875480
Latin America;Argentina;;LA RIOJA AERO.;-29.38;-66.82;872170
Latin America;Argentina;;LAGO ARGENTINO ARPT;-50.33;-72.30;879030
Latin America;Argentina;;MALARGUE AERO;-35.50;-69.58;875060
Latin America;Argentina;;MAR DEL PLATA AERO;-37.93;-57.58;876920
Latin America;Argentina;;MARCOS JUAREZ AERO;-32.70;-62.15;874670
Latin America;Argentina;;MENDOZA AERO;-32.83;-68.78;874180
Latin America;Argentina;;MONTE CASEROS AERO;-30.27;-57.65;873930
Latin America;Argentina;;NEUQUEN AERO;-38.95;-68.13;877150
Latin America;Argentina;;PARANA AERO;-31.78;-60.48;873740
Latin America;Argentina;;PASO DE LOS LIBRES;-29.68;-57.15;872890
Latin America;Argentina;;POSADAS AERO.;-27.37;-55.97;871780
Latin America;Argentina;;PRESIDENCIA ROQUE S;-26.82;-60.45;871490
Latin America;Argentina;;RECONQUISTA AERO;-29.18;-59.70;872700
Latin America;Argentina;;RESISTENCIA AERO;-27.45;-59.05;871550
Latin America;Argentina;;RIO CUARTO AERO;-33.12;-64.23;874530
Latin America;Argentina;;RIO GALLEGOS AERO;-51.62;-69.28;879250
Latin America;Argentina;;RIO GRANDE B.A.;-53.80;-67.75;879340
Latin America;Argentina;;ROSARIO AERO;-32.92;-60.78;874800
Latin America;Argentina;;SALTA AERO;-24.85;-65.48;870470
Latin America;Argentina;;SAN ANTONIO OESTE A;-40.78;-65.10;877840
Latin America;Argentina;;SAN JUAN AERO;-31.40;-68.42;873110
Latin America;Argentina;;SAN JULIAN AERO;-49.32;-67.75;879090
Latin America;Argentina;;SAN LUIS AERO;-33.27;-66.35;874360
Latin America;Argentina;;SAN MARTIN;-33.08;-68.42;874160
Latin America;Argentina;;SAN RAFAEL AERO;-34.58;-68.40;875090
Latin America;Argentina;;SANTA ROSA AERO;-36.57;-64.27;876230
Latin America;Argentina;;SANTIAGO DEL ESTERO;-27.77;-64.30;871290
Latin America;Argentina;;SAUCE VIEJO AERO;-31.70;-60.82;873710
Latin America;Argentina;;TANDIL AERO;-37.23;-59.25;876450
Latin America;Argentina;;TARTAGAL AERO;-22.65;-63.82;870220
Latin America;Argentina;;TRELEW AERO;-43.20;-65.27;878280
Latin America;Argentina;;TUCUMAN AERO;-26.85;-65.10;871210
Latin America;Argentina;;USHUAIA AERO;-54.80;-68.32;879380
Latin America;Argentina;;VIEDMA AERO;-40.85;-63.02;877910
Latin America;Argentina;;VILLA REYNOLDS AERO;-33.73;-65.38;874480
Latin America;Aruba;;QUEEN BEATRIX AIRPO;12.50;-70.02;789820
Latin America;Bahamas;;NASSAU AIRPORT NEW;25.05;-77.47;780730
Latin America;Bahamas;;SETTLEMENT POINT;26.68;-79.00;994390
Latin America;Barbados;;GRANTLEY ADAMS;13.07;-59.48;789540
Latin America;Belize;;BELIZE/PHILLIP GOLD;17.53;-88.30;785830
Latin America;Bermuda;;BERMUDA INTL;32.37;-64.68;780160
Latin America;Bolivia;;COCHABAMBA;-17.42;-66.18;852230
Latin America;Bolivia;;LA PAZ/ALTO;-16.52;-68.18;852010
Latin America;Bolivia;;VIRU-VIRU;-17.63;-63.13;852440
Latin America;Brazil;;ANAPOLIS (BRAZ-AFB);-16.23;-48.97;834190
Latin America;Brazil;;ARACAJU (AEROPORTO);-10.98;-37.07;830950
Latin America;Brazil;;BELEM (AEROPORTO);-1.38;-48.48;821930
Latin America;Brazil;;BELO HORIZONTE;-19.93;-43.93;835870
Latin America;Brazil;;BELO HORIZONTE (AERO);-19.85;-43.95;835830
Latin America;Brazil;;BOA VISTA (AEROPORTO);2.83;-60.70;820220
Latin America;Brazil;;BRASILIA (AEROPORTO);-15.87;-47.93;833780
Latin America;Brazil;;CAMPINAS (AEROPORTO);-23.00;-47.13;837210
Latin America;Brazil;;CAMPO GRANDE (AERO);-20.47;-54.67;836120
Latin America;Brazil;;CARAVELAS (AEROPORTO);-17.63;-39.25;834970
Latin America;Brazil;;CUIABA (AEROPORTO);-15.65;-56.10;833620
Latin America;Brazil;;CURITIBA (AEROPORTO);-25.52;-49.17;838400
Latin America;Brazil;;EDUARDO GOMES INTL;-3.03;-60.05;821110
Latin America;Brazil;;FERNANDO DE NORONHA;-3.85;-32.42;824000
Latin America;Brazil;;FLORIANOPOLIS (AERO);-27.67;-48.55;838990
Latin America;Brazil;;FORTALEZA (AEROPORTO);-3.78;-38.53;823980
Latin America;Brazil;;FOZ DO IGUACU (AERO);-25.52;-54.58;838270
Latin America;Brazil;;GALEAO;-22.82;-43.25;837460
Latin America;Brazil;;GOIANIA (AEROPORTO);-16.63;-49.22;834240
Latin America;Brazil;;GUARULHOS;-23.43;-46.47;837753
Latin America;Brazil;;LONDRINA (AEROPORTO);-23.33;-51.13;837680
Latin America;Brazil;;MACAPA;0.03;-51.05;820980
Latin America;Brazil;;MACEIO (AEROPORTO);-9.52;-35.78;829930
Latin America;Brazil;;MANAUS (AEROPORTO);-3.15;-59.98;823320
Latin America;Brazil;;NATAL AEROPORTO;-5.92;-35.25;825990
Latin America;Brazil;;PORTO ALEGRE (AERO);-30.00;-51.18;839710
Latin America;Brazil;;PORTO VELHO (AERO);-8.77;-63.92;828240
Latin America;Brazil;;RECIFE (AEROPORTO);-8.07;-34.85;828990
Latin America;Brazil;;RIO BRANCO;-10.00;-67.80;829170
Latin America;Brazil;;RIO DE JANEIRO (AERO);-22.90;-43.17;837550
Latin America;Brazil;;SALVADOR (AEROPORTO);-12.90;-38.33;832480
Latin America;Brazil;;SANTAREM-AEROPORTO;-2.43;-54.72;822440
Latin America;Brazil;;SAO LUIZ (AEROPORTO);-2.60;-44.23;822810
Latin America;Brazil;;SAO PAULO (AEROPORTO);-23.62;-46.65;837800
Latin America;Brazil;;TERESINA (AEROPORTO);-5.05;-42.82;825790
Latin America;Brazil;;UBERABA;-19.78;-47.97;835760
Latin America;Brazil;;VITORIA (AEROPORTO);-20.27;-40.28;836490
Latin America;Chile;;ANTOFAGASTA;-23.43;-70.45;854420
Latin America;Chile;;ARICA;-18.47;-70.17;854060
Latin America;Chile;;BALMACEDA;-45.92;-71.70;858740
Latin America;Chile;;CONCEPCION;-36.77;-73.07;856820
Latin America;Chile;;FARO EVANGELISTAS;-52.40;-75.10;859300
Latin America;Chile;;IQUIQUE;-20.53;-70.18;854180
Latin America;Chile;;ISLA DIEGO RAMIREZ;-56.50;-68.67;859720
Latin America;Chile;;LA SERENA;-29.92;-71.20;854880
Latin America;Chile;;PUDAHUEL;-33.38;-70.78;855740
Latin America;Chile;;PUERTO MONTT;-41.43;-73.10;857990
Latin America;Chile;;PUNTA ARENAS;-53.00;-70.97;859340
Latin America;Chile;;TEMUCO;-38.75;-72.63;857430
Latin America;Colombia;;BARRANQUILLA/ERNEST;10.88;-74.78;800280
Latin America;Colombia;;BOGOTA/ELDORADO;4.70;-74.13;802220
Latin America;Colombia;;CALI/ALFONSO BONILL;3.55;-76.38;802590
Latin America;Colombia;;CARTAGENA/RAFAEL NU;10.45;-75.52;800220
Latin America;Colombia;;RIONEGRO/J.M.CORDOV;6.13;-75.43;801120
Latin America;Costa Rica;;JUAN SANTAMARIA INT;9.98;-84.22;787620
Latin America;Cuba;;AEROPUERTO JOSE MAR;22.98;-82.40;782240
Latin America;Cuba;;CAMAGUEY AEROPUERTO;21.42;-77.85;782550
Latin America;Cuba;;GUANTANAMO BAY NAS;19.90;-75.22;783670
Latin America;Cuba;;SANTIAGO DE CUBA;19.97;-75.85;782640
Latin America;Cuba;;VARADERO/MT;23.02;-81.43;782290
Latin America;Dominican Republic;;LAS AMERICAS;18.43;-69.67;784850
Latin America;Dominican Republic;;SANTO DOMINGO;18.43;-69.88;784860
Latin America;Falkland Islands (Malvinas);;MOUNT PLEASANT AIRP;-51.82;-58.45;888890
Latin America;French Guiana;;ROCHAMBEAU;4.83;-52.37;814050
Latin America;Grenada;;POINT SALINES AIRPO;12.00;-61.78;789580
Latin America;Guatemala;;GUATEMALA (AEROPUERTO);14.58;-90.52;786410
Latin America;Guyana;;TIMEHRICHEDDI JAG;6.50;-58.25;810020
Latin America;Honduras;;LA MESA (SAN PEDRO SULA);15.45;-87.93;787080
Latin America;Honduras;;TEGUCIGALPA;14.05;-87.22;787200
Latin America;Jamaica;;KINGSTON/NORMAN MAN;17.93;-76.78;783970
Latin America;Jamaica;;MONTEGO BAY/SANGSTE;18.50;-77.92;783880
Latin America;Martinique;;LE LAMENTIN;14.60;-61.00;789250
Latin America;Mexico;;AEROP. INTERNACIONA;19.43;-99.13;766790
Latin America;Mexico;;AEROP.INTERNACIONAL;20.98;-89.65;766440
Latin America;Mexico;;CANCUN INTL;21.03;-86.87;765906
Latin America;Mexico;;DE GUANAJUATO INTL;20.98;-101.48;765773
Latin America;Mexico;;DON MIGUEL Y HIDALG;20.52;-103.30;766133
Latin America;Mexico;;GENERAL ABELARDO L;32.53;-116.97;760013
Latin America;Mexico;;GENERAL FRANCISCO J;22.28;-97.87;765493
Latin America;Mexico;;GENERAL HERIBERTO J;19.13;-96.18;766913
Latin America;Mexico;;GENERAL JUAN N ALVA;16.75;-99.75;768056
Latin America;Mexico;;GENERAL LEOBARDO C;22.88;-102.68;765255
Latin America;Mexico;;GENERAL MARIANO ESC;25.77;-100.10;763943
Latin America;Mexico;;GENERAL RAFAEL BUEL;23.15;-106.27;764593
Latin America;Mexico;;GUANAJUATO;21.00;-101.28;765770
Latin America;Mexico;;LICENCIADO ADOLFO L;19.33;-99.57;766753
Latin America;Mexico;;LICENCIADO BENITO J;19.43;-99.07;766793
Latin America;Mexico;;LICENCIADO GUSTAVO;20.67;-105.25;766013
Latin America;Mexico;;MAZATLAN/G.BUELNA I;23.15;-106.25;764594
Latin America;Mexico;;MONTERREY (CITY);25.73;-100.30;763930
Latin America;Mexico;;PUERTO VALLARTA;20.68;-105.25;766014
Latin America;Mexico;;SAN LUIS POTOSI;22.18;-100.98;765390
Latin America;Mexico;;TAMPICO/GEN FJ MINA;22.28;-97.85;765494
Latin America;Mexico;;VERACRUZ/GEN JARA;19.15;-96.18;766910
Latin America;Netherlands Antilles;;HATO ARPT (CIV/MIL);12.20;-68.97;789880
Latin America;Netherlands Antilles;;PRINSES JULIANA;18.03;-63.12;788660
Latin America;Nicaragua;;MANAGUA A.C.SANDINO;12.15;-86.17;787410
Latin America;Panama;;MARCOS A GELABERT I;8.97;-79.55;783842
Latin America;Panama;;TOCUMEN;9.05;-79.37;787920
Latin America;Paraguay;;ASUNCION/AEROPUERTO;-25.25;-57.52;862180
Latin America;Paraguay;;VILLARRICA;-25.75;-56.43;862330
Latin America;Peru;;AREQUIPA;-16.33;-71.57;847520
Latin America;Peru;;CHICLAYO;-6.78;-79.82;844520
Latin America;Peru;;CUZCO;-13.53;-71.93;846860
Latin America;Peru;;IQUITOS;-3.78;-73.30;843770
Latin America;Peru;;LIMA-CALLAO/AEROP.;-12.00;-77.12;846280
Latin America;Peru;;PISCO;-13.73;-76.22;846910
Latin America;Peru;;PIURA;-5.20;-80.60;844010
Latin America;Peru;;PUCALLPA;-8.37;-74.57;845150
Latin America;Peru;;SAN JUAN;-15.38;-75.17;847210
Latin America;Peru;;TACNA;-18.05;-70.27;847820
Latin America;Peru;;TALARA;-4.57;-81.23;843900
Latin America;Peru;;TRUJILLO;-8.08;-79.10;845010
Latin America;Peru;;TUMBES;-3.55;-80.40;843700
Latin America;Puerto Rico;;AQUADILLA/BORINQUEN;18.50;-67.13;785140
Latin America;Puerto Rico;;ROOSEVELT ROADS;18.25;-65.63;785350
Latin America;Puerto Rico;;SAN JUAN INTL ARPT;18.42;-66.00;785260
Latin America;Puerto Rico;;SAN JUAN L M MARIN INTL AP;18.43;-66.00;785263
Latin America;Saint Lucia;;HEWANORRA INTL AIRP;13.75;-60.95;789480
Latin America;Suriname;;ZANDERIJ;5.45;-55.20;812250
Latin America;Trinidad and Tobago;;CROWN POINT AIRPORT;11.15;-60.83;789620
Latin America;Trinidad and Tobago;;PIARCO INT. AIRPORT;10.62;-61.35;789700
Latin America;Uruguay;;ARTIGAS;-30.38;-56.50;863300
Latin America;Uruguay;;CARRASCO;-34.83;-56.00;865800
Latin America;Uruguay;;COLONIA;-34.45;-57.83;865600
Latin America;Uruguay;;PASO DE LOS TOROS;-32.80;-56.52;864600
Latin America;Uruguay;;PRADO;-34.85;-56.20;865850
Latin America;Uruguay;;RIVERA;-30.88;-55.53;863500
Latin America;Uruguay;;ROCHA;-34.48;-54.30;865650
Latin America;Uruguay;;SALTO;-31.38;-57.95;863600
Latin America;Uruguay;;TREINTA Y TRES;-33.22;-54.38;865000
Latin America;Venezuela;;CARACAS/MAIQUETIA A;10.60;-66.98;804150
Latin America;Venezuela;;GUANARE;9.02;-69.73;804280
Latin America;Venezuela;;SAN ANTONIO DEL TAC;7.85;-72.45;804470
Australia and Oceania;American Samoa;;PAGO PAGO WSO AP;-14.33;-170.71;917650
Australia and Oceania;Australia;;ADELAIDE AIRPORT;-34.95;138.53;946720
Australia and Oceania;Australia;;ADELAIDE REGIONAL O;-34.92;138.62;946750
Australia and Oceania;Australia;;ADELE ISLAND;-15.52;123.15;942100
Australia and Oceania;Australia;;AIREYS INLET;-38.45;144.10;948460
Australia and Oceania;Australia;;ALBANY AIRPORT;-34.93;117.80;948020
Australia and Oceania;Australia;;ALBURY AEROPORT;-36.07;146.95;958960
Australia and Oceania;Australia;;ALICE SPRINGS AIRPO;-23.80;133.88;943260
Australia and Oceania;Australia;;AMBERLEY AMO;-27.63;152.72;945680
Australia and Oceania;Australia;;APPLETHORPE GBHRS A;-28.62;151.95;945530
Australia and Oceania;Australia;;ARARAT PRISON;-37.28;142.98;948340
Australia and Oceania;Australia;;ARCHERFIELD AIRPORT;-27.57;153.00;945750
Australia and Oceania;Australia;;ARGYLE AERODROME;-16.63;128.45;942170
Australia and Oceania;Australia;;AVALON AIRPORT;-38.03;144.47;948540
Australia and Oceania;Australia;;BALLARAT AERODROME;-37.52;143.78;948520
Australia and Oceania;Australia;;BANKSTOWN AIRPORT A;-33.92;150.98;947650
Australia and Oceania;Australia;;BATCHELOR AERO;-13.05;131.02;941250
Australia and Oceania;Australia;;BATHURST AIRPORT AW;-33.42;149.65;947290
Australia and Oceania;Australia;;BEGA AWS;-36.67;149.82;959310
Australia and Oceania;Australia;;BENDIGO AIRPORT AWS;-36.73;144.32;948550
Australia and Oceania;Australia;;BILOELA THANGOOL AI;-24.48;150.57;943760
Australia and Oceania;Australia;;BIRDSVILLE POLICE S;-25.90;139.35;944820
Australia and Oceania;Australia;;BOMBALA AWS;-37.00;149.23;949290
Australia and Oceania;Australia;;BORROLOOLA;-16.08;136.30;941520
Australia and Oceania;Australia;;BOULIA AIRPORT;-22.92;139.90;943330
Australia and Oceania;Australia;;BOURKE AIRPORT AWS;-30.03;145.95;947030
Australia and Oceania;Australia;;BOWEN AIRPORT;-20.02;148.20;943660
Australia and Oceania;Australia;;BRAIDWOOD RACECOURS;-35.43;149.78;949270
Australia and Oceania;Australia;;BRISBANE AERO;-27.38;153.13;945780
Australia and Oceania;Australia;;BROKEN HILL AIRPORT;-32.00;141.47;946910
Australia and Oceania;Australia;;BROOME AIRPORT;-17.95;122.23;942030
Australia and Oceania;Australia;;BUNDABERG AERO;-24.90;152.32;943870
Australia and Oceania;Australia;;BURKETOWN POST OFFI;-17.75;139.55;942590
Australia and Oceania;Australia;;BUSSELTON AERO;-33.68;115.40;956110
Australia and Oceania;Australia;;CAIRNS AERO;-16.88;145.75;942870
Australia and Oceania;Australia;;CAMDEN AIRPORT;-34.03;150.68;947550
Australia and Oceania;Australia;;CANBERRA AIRPORT;-35.30;149.20;949260
Australia and Oceania;Australia;;CANTERBURY RACECOUR;-33.90;151.12;947660
Australia and Oceania;Australia;;CAPE BORDA;-35.75;136.58;948050
Australia and Oceania;Australia;;CAPE BRUNY LIGHTHOU;-43.50;147.15;949670
Australia and Oceania;Australia;;CAPE DON AWS;-11.32;131.77;941290
Australia and Oceania;Australia;;CAPE FOURCROY;-11.78;130.02;941220
Australia and Oceania;Australia;;CAPE GRIM B.A.P.S.;-40.67;144.68;949540
Australia and Oceania;Australia;;CAPE JAFFA AWS;-36.97;139.72;948130
Australia and Oceania;Australia;;CAPE LEEUWIN;-34.37;115.13;946010
Australia and Oceania;Australia;;CAPE MORETON LIGHTH;-27.03;153.47;945940
Australia and Oceania;Australia;;CAPE NATURALISTE;-33.53;115.02;946000
Australia and Oceania;Australia;;CAPE NELSON LIGHTHO;-38.43;141.55;948260
Australia and Oceania;Australia;;CAPE OTWAY LIGHTHOU;-38.85;143.52;948420
Australia and Oceania;Australia;;CAPE SORELL;-42.20;145.17;949740
Australia and Oceania;Australia;;CAPE WESSEL AWS;-11.02;136.75;941470
Australia and Oceania;Australia;;CARNARVON AIRPORT;-24.88;113.67;943000
Australia and Oceania;Australia;;CATO ISLAND;-23.25;155.53;943940
Australia and Oceania;Australia;;CEDUNA AMO;-32.13;133.70;946530
Australia and Oceania;Australia;;CENTRE ISLAND;-15.75;136.80;942480
Australia and Oceania;Australia;;CERBERUS AWS;-38.35;145.17;948980
Australia and Oceania;Australia;;CESSNOCK AIRPORT;-32.78;151.33;957710
Australia and Oceania;Australia;;CHARLEVILLE AERO;-26.42;146.27;945100
Australia and Oceania;Australia;;COBAR AIRPORT AWS;-31.53;145.80;947100
Australia and Oceania;Australia;;COBAR MO;-31.48;145.83;947110
Australia and Oceania;Australia;;COCONUT ISLAND;-10.05;143.07;941820
Australia and Oceania;Australia;;COFFS HARBOUR MO;-30.32;153.12;947910
Australia and Oceania;Australia;;COMBIENBAR;-37.33;149.02;949140
Australia and Oceania;Australia;;CONDOBOLIN AIRPORT;-33.07;147.22;957080
Australia and Oceania;Australia;;COOBER PEDY AIRPORT;-29.03;134.72;954580
Australia and Oceania;Australia;;COOKTOWN MISSION;-15.43;145.18;942830
Australia and Oceania;Australia;;COOLANGATTA AIRPORT;-28.17;153.50;945920
Australia and Oceania;Australia;;COOMA AIRPORT AWS;-36.30;148.97;949210
Australia and Oceania;Australia;;COONABARABRAN NAMOI;-31.27;149.27;947280
Australia and Oceania;Australia;;CREAL REEF;-20.53;150.38;943710
Australia and Oceania;Australia;;CUNDERDIN AIRFIELD;-31.62;117.22;956250
Australia and Oceania;Australia;;CUNNAMULLA POST OFF;-28.07;145.68;945000
Australia and Oceania;Australia;;CURTIN AERO;-17.58;123.82;942040
Australia and Oceania;Australia;;DARWIN AIRPORT;-12.42;130.88;941200
Australia and Oceania;Australia;;DERBY AERO;-17.37;123.67;952050
Australia and Oceania;Australia;;DEVONPORT AIRPORT;-41.17;146.42;959600
Australia and Oceania;Australia;;DOUBLE ISLAND POINT;-25.93;153.18;945840
Australia and Oceania;Australia;;DUBBO AIRPORT AWS;-32.22;148.57;957190
Australia and Oceania;Australia;;DUNNS HILL;-37.88;145.33;948720
Australia and Oceania;Australia;;EAST SALE AIRPORT;-38.10;147.13;949070
Australia and Oceania;Australia;;EDDYSTONE POINT;-41.00;148.35;949830
Australia and Oceania;Australia;;EDITHBURGH AWS;-35.12;137.73;948090
Australia and Oceania;Australia;;EILDON FIRE TOWER;-37.22;145.83;948810
Australia and Oceania;Australia;;EMERALD AIRPORT;-23.57;148.18;943630
Australia and Oceania;Australia;;ESPERANCE;-33.83;121.88;946380
Australia and Oceania;Australia;;ESPERANCE AERO;-33.68;121.83;956380
Australia and Oceania;Australia;;FALLS CREEK AWS;-36.87;147.27;949030
Australia and Oceania;Australia;;FLINDERS ISLAND AIR;-40.10;148.00;949800
Australia and Oceania;Australia;;FLINDERS REEF;-17.72;148.45;942900
Australia and Oceania;Australia;;FORBES AIRPORT;-33.37;147.92;947150
Australia and Oceania;Australia;;FORREST;-30.83;128.12;956460
Australia and Oceania;Australia;;FRANKSTON AWS;-38.15;145.12;948710
Australia and Oceania;Australia;;GABO ISLAND;-37.57;149.90;949330
Australia and Oceania;Australia;;GANNET CAY;-21.97;152.47;943790
Australia and Oceania;Australia;;GAYNDAH POST OFFICE;-25.63;151.62;945430
Australia and Oceania;Australia;;GEELONG AIRPORT;-38.23;144.33;948570
Australia and Oceania;Australia;;GELANTIPY;-37.22;148.27;949130
Australia and Oceania;Australia;;GEORGETOWN POST OFF;-18.30;143.55;942750
Australia and Oceania;Australia;;GERALDTON AIRPORT;-28.80;114.70;944030
Australia and Oceania;Australia;;GILES METEOROLOGICA;-25.03;128.30;944610
Australia and Oceania;Australia;;GLADSTONE AIRPORT;-23.87;151.22;943810
Australia and Oceania;Australia;;GLADSTONE RADAR;-23.85;151.27;943800
